6300000,0630000*,063000**,06300***,0630****,063*****
6300001,0630000*,063000**,06300***,0630****,063*****
6300002,0630000*,063000**,06300***,0630****,063*****
6300003,0630000*,063000**,06300***,0630****,063*****
6300004,0630000*,063000**,06300***,0630****,063*****
6300005,0630000*,063000**,06300***,0630****,063*****
6300006,0630000*,063000**,06300***,0630****,063*****
6300007,0630000*,063000**,06300***,0630****,063*****
6300008,0630000*,063000**,06300***,0630****,063*****
6300009,0630000*,063000**,06300***,0630****,063*****
6300010,0630001*,063000**,06300***,0630****,063*****
6300011,0630001*,063000**,06300***,0630****,063*****
6300012,0630001*,063000**,06300***,0630****,063*****
6300013,0630001*,063000**,06300***,0630****,063*****
6300014,0630001*,063000**,06300***,0630****,063*****
6300015,0630001*,063000**,06300***,0630****,063*****
6300016,0630001*,063000**,06300***,0630****,063*****
6300017,0630001*,063000**,06300***,0630****,063*****
6300018,0630001*,063000**,06300***,0630****,063*****
6300019,0630001*,063000**,06300***,0630****,063*****
6300020,0630002*,063000**,06300***,0630****,063*****
6300021,0630002*,063000**,06300***,0630****,063*****
6300022,0630002*,063000**,06300***,0630****,063*****
6300023,0630002*,063000**,06300***,0630****,063*****
6300024,0630002*,063000**,06300***,0630****,063*****
6300025,0630002*,063000**,06300***,0630****,063*****
6300026,0630002*,063000**,06300***,0630****,063*****
6300027,0630002*,063000**,06300***,0630****,063*****
6300028,0630002*,063000**,06300***,0630****,063*****
6300029,0630002*,063000**,06300***,0630****,063*****
6300030,0630003*,063000**,06300***,0630****,063*****
6300031,0630003*,063000**,06300***,0630****,063*****
6300032,0630003*,063000**,06300***,0630****,063*****
6300033,0630003*,063000**,06300***,0630****,063*****
6300034,0630003*,063000**,06300***,0630****,063*****
6300035,0630003*,063000**,06300***,0630****,063*****
6300036,0630003*,063000**,06300***,0630****,063*****
6300037,0630003*,063000**,06300***,0630****,063*****
6300038,0630003*,063000**,06300***,0630****,063*****
6300039,0630003*,063000**,06300***,0630****,063*****
6300040,0630004*,063000**,06300***,0630****,063*****
6300041,0630004*,063000**,06300***,0630****,063*****
6300042,0630004*,063000**,06300***,0630****,063*****
6300043,0630004*,063000**,06300***,0630****,063*****
6300044,0630004*,063000**,06300***,0630****,063*****
6300045,0630004*,063000**,06300***,0630****,063*****
6300046,0630004*,063000**,06300***,0630****,063*****
6300047,0630004*,063000**,06300***,0630****,063*****
6300048,0630004*,063000**,06300***,0630****,063*****
6300049,0630004*,063000**,06300***,0630****,063*****
6300050,0630005*,063000**,06300***,0630****,063*****
6300051,0630005*,063000**,06300***,0630****,063*****
6300052,0630005*,063000**,06300***,0630****,063*****
6300053,0630005*,063000**,06300***,0630****,063*****
6300054,0630005*,063000**,06300***,0630****,063*****
6300055,0630005*,063000**,06300***,0630****,063*****
6300056,0630005*,063000**,06300***,0630****,063*****
6300057,0630005*,063000**,06300***,0630****,063*****
6300058,0630005*,063000**,06300***,0630****,063*****
6300059,0630005*,063000**,06300***,0630****,063*****
6300060,0630006*,063000**,06300***,0630****,063*****
6300061,0630006*,063000**,06300***,0630****,063*****
6300062,0630006*,063000**,06300***,0630****,063*****
6300063,0630006*,063000**,06300***,0630****,063*****
6300064,0630006*,063000**,06300***,0630****,063*****
6300065,0630006*,063000**,06300***,0630****,063*****
6300066,0630006*,063000**,06300***,0630****,063*****
6300067,0630006*,063000**,06300***,0630****,063*****
6300068,0630006*,063000**,06300***,0630****,063*****
6300069,0630006*,063000**,06300***,0630****,063*****
6300070,0630007*,063000**,06300***,0630****,063*****
6300071,0630007*,063000**,06300***,0630****,063*****
6300072,0630007*,063000**,06300***,0630****,063*****
6300073,0630007*,063000**,06300***,0630****,063*****
6300074,0630007*,063000**,06300***,0630****,063*****
6300075,0630007*,063000**,06300***,0630****,063*****
6300076,0630007*,063000**,06300***,0630****,063*****
6300077,0630007*,063000**,06300***,0630****,063*****
6300078,0630007*,063000**,06300***,0630****,063*****
6300079,0630007*,063000**,06300***,0630****,063*****
